case,raw_folder,test_id,theta1,theta2,pt,type,curve_csv
Case3,3,083,-12.0,85.0,21318.504605026796,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_083.csv
Case3,3,084,77.0,-48.0,12369.496645623376,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_084.csv
Case3,3,085,45.0,75.0,12709.042168351167,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_085.csv
Case3,3,086,-41.0,-54.0,15448.245617651613,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_086.csv
Case3,3,087,-38.0,89.0,16215.94096466197,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_087.csv
Case3,3,088,23.0,33.0,18694.66851299173,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_088.csv
Case3,3,089,18.0,-35.0,20031.033295417208,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_089.csv
Case3,3,090,-65.0,24.0,18567.623358161043,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_090.csv
Case3,3,091,11.0,36.0,20529.061392558167,3,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_091.csv
Case3,3,092,-38.0,-40.0,16184.331037269763,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_092.csv
Case3,3,093,-70.0,-78.0,7602.417950602328,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_093.csv
Case3,3,094,73.0,-55.0,11154.074047091275,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_094.csv
Case3,3,095,68.0,-30.0,17598.910685998562,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_095.csv
Case3,3,096,84.0,-52.0,10698.233320148027,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_096.csv
Case3,3,097,-46.0,-23.0,18350.670366569502,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_097.csv
Case3,3,098,-1.0,36.0,21662.009884847586,3,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_098.csv
Case3,3,099,90.0,40.0,12441.102931116799,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_099.csv
Case3,3,100,69.0,62.0,10387.087862504186,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_100.csv
Case3,3,101,48.0,15.0,20891.245745716828,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_101.csv
Case3,3,102,76.0,-24.0,19346.702310993776,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_102.csv
Case3,3,103,66.0,14.0,21532.906827779134,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_103.csv
Case3,3,104,83.0,3.0,22607.115395730732,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_104.csv
Case3,3,105,89.0,-77.0,5746.904316018119,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_105.csv
Case3,3,106,-12.0,43.0,21143.621819788485,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_106.csv
Case3,3,107,69.0,8.0,21723.817042202932,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_107.csv
Case3,3,108,46.0,-72.0,13024.505182488352,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_108.csv
Case3,3,109,-69.0,17.0,20908.730421593857,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_109.csv
Case3,3,110,-51.0,1.0,22195.57094591244,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_110.csv
Case3,3,111,7.0,87.0,22731.6621763032,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_111.csv
Case3,3,112,21.0,-8.0,18946.00444524986,3,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_112.csv
Case3,3,113,35.0,-2.0,21540.828092740405,3,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_113.csv
Case3,3,114,-35.0,-78.0,16457.21199092562,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_114.csv
Case3,3,115,22.0,74.0,19993.581323305487,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_115.csv
Case3,3,116,12.0,-85.0,21298.765641703387,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_116.csv
Case3,3,117,-87.0,33.0,16676.73551302453,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_117.csv
Case3,3,118,54.0,-88.0,10226.84260858503,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_118.csv
Case3,3,119,31.0,-10.0,21158.14945828343,3,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_119.csv
Case3,3,120,-58.0,-26.0,18123.611622573513,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_120.csv
Case3,3,121,-50.0,14.0,20659.04923228132,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_121.csv
Case3,3,122,20.0,-73.0,20533.187549933256,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_122.csv
Case3,3,123,76.0,4.0,22005.424993925648,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_123.csv
Case3,3,124,42.0,-66.0,15480.572352599325,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_124.csv
Case3,3,125,-3.0,72.0,22291.73227272642,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_125.csv
Case3,3,126,-8.0,18.0,17936.599686716796,3,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_126.csv
Case3,3,127,-66.0,77.0,8438.8519584146,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_127.csv
Case3,3,128,59.0,-70.0,10901.946422125704,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_128.csv
Case3,3,129,24.0,11.0,19215.557040940086,3,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_129.csv
Case3,3,130,-59.0,12.0,21115.77460837521,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_130.csv
Case3,3,131,41.0,53.0,15463.574186148373,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_131.csv
Case3,3,132,38.0,35.0,15853.528947769119,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_132.csv
Case3,3,133,-21.0,37.0,18858.637339791876,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_133.csv
Case3,3,134,-56.0,37.0,15613.98066548602,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_134.csv
Case3,3,135,39.0,-76.0,15970.020756198352,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_135.csv
Case3,3,136,8.0,-68.0,21942.21733271239,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_136.csv
Case3,3,137,68.0,53.0,12350.068907289819,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_137.csv
Case3,3,138,-28.0,-75.0,17983.163256646327,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_138.csv
Case3,3,139,-52.0,-36.0,15579.427626523031,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_139.csv
Case3,3,140,1.0,-3.0,16479.08891848038,3,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_140.csv
Case3,3,141,79.0,49.0,11867.74493785736,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_141.csv
Case3,3,142,56.0,10.0,21373.8847428938,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_142.csv
Case3,3,143,39.0,-35.0,15800.848549025524,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_143.csv
Case3,3,144,-86.0,-39.0,15821.081223506479,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_144.csv
Case3,3,145,29.0,32.0,17417.389883857024,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_145.csv
Case3,3,146,-41.0,-28.0,16838.211827879044,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_146.csv
Case3,3,147,47.0,23.0,18292.090571211687,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_147.csv
Case3,3,148,46.0,-62.0,15172.3322432431,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_148.csv
Case3,3,149,24.0,-59.0,18997.599674229477,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_149.csv
Case3,3,150,15.0,-47.0,20405.900384903987,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_150.csv
Case3,3,151,-66.0,-82.0,7884.62066735183,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_151.csv
Case3,3,152,-23.0,-66.0,19588.66220643706,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_152.csv
Case3,3,153,50.0,-62.0,14290.840122513191,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_153.csv
Case3,3,154,-65.0,-65.0,10694.434718737653,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_154.csv
Case3,3,155,11.0,-32.0,21032.456055075923,3,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_155.csv
Case3,3,156,70.0,-86.0,6923.025836043321,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_156.csv
Case3,3,157,78.0,-26.0,18668.95348620785,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_157.csv
Case3,3,158,17.0,-43.0,19849.177278895735,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_158.csv
Case3,3,159,-9.0,-4.0,32036.752553927407,3,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_159.csv
Case3,3,160,47.0,-13.0,20684.774715667143,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_160.csv
Case3,3,161,-43.0,-45.0,15156.201961397343,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_161.csv
Case3,3,162,-71.0,-11.0,22022.413863544887,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_162.csv
Case3,3,163,-84.0,28.0,18266.868850108156,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_163.csv
Case3,3,164,-16.0,-5.0,18183.706992387233,3,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_164.csv
Case3,3,165,-5.0,10.0,16950.112781421787,3,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_165.csv
Case3,3,166,-61.0,-3.0,22146.754272526483,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_166.csv
Case3,3,167,-4.0,-6.0,16754.90672422311,3,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_167.csv
Case3,3,168,-5.0,-1.0,17139.61928521297,3,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_168.csv
Case3,3,169,58.0,-70.0,11099.265634864609,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_169.csv
Case3,3,170,-35.0,-50.0,15614.023224339771,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_170.csv
Case3,3,171,-6.0,-18.0,17540.320712343866,3,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_171.csv
Case3,3,172,-68.0,5.0,22011.918442106205,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_172.csv
Case3,3,173,82.0,-55.0,10106.262755440353,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_173.csv
Case3,3,174,-76.0,51.0,11688.244810745935,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_174.csv
Case3,3,175,-73.0,85.0,6493.408798879067,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_175.csv
Case3,3,176,-36.0,30.0,16861.418796414117,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_176.csv
Case3,3,177,25.0,-81.0,19231.55483406084,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_177.csv
Case3,3,178,27.0,63.0,18268.280616398955,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_178.csv
Case3,3,179,73.0,-44.0,15100.34955432096,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_179.csv
Case3,3,180,-14.0,88.0,20981.1283021967,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_180.csv
Case3,3,181,88.0,45.0,12618.453308520386,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_181.csv
Case3,3,182,-14.0,42.0,20685.679771739804,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_182.csv
Case3,3,183,37.0,63.0,16022.617298437033,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_183.csv
Case3,3,184,83.0,43.0,12057.478693098097,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_184.csv
Case3,3,185,-18.0,49.0,20106.6583107552,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_185.csv
Case3,3,186,-54.0,1.0,22192.93997980658,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_186.csv
Case3,3,187,-47.0,-37.0,15469.306103976014,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_187.csv
Case3,3,188,-40.0,56.0,15505.556137508522,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_188.csv
Case3,3,189,34.0,0.0,21690.79835324644,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_189.csv
Case3,3,190,-80.0,40.0,15660.035271325043,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_190.csv
Case3,3,191,-75.0,6.0,21882.010175929852,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_191.csv
Case3,3,192,89.0,-86.0,4974.456344214698,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_192.csv
Case3,3,193,48.0,41.0,15500.57236990941,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_193.csv
Case3,3,194,-11.0,-16.0,18009.31869637085,3,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_194.csv
Case3,3,195,12.0,71.0,21377.041338223076,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_195.csv
Case3,3,196,-32.0,84.0,17440.041142761896,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_196.csv
Case3,3,197,-80.0,-38.0,16056.639305761139,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_197.csv
Case3,3,198,-82.0,-53.0,10604.521694320127,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_198.csv
Case3,3,199,-45.0,82.0,12785.334725510631,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_199.csv
Case3,3,200,88.0,-42.0,12008.926351299118,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_200.csv
Case3,3,201,-73.0,-27.0,18014.9650621937,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_201.csv
Case3,3,202,-24.0,-76.0,19495.640169757466,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_202.csv
Case3,3,203,33.0,58.0,16482.04080712149,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_203.csv
Case3,3,204,27.0,-22.0,20179.030442597563,3,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_204.csv
Case3,3,205,-58.0,-50.0,15124.68535354721,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_205.csv
Case3,3,206,4.0,90.0,10038.600722349593,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_206.csv
Case3,3,207,19.0,-83.0,20564.91963223016,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_207.csv
Case3,3,208,-87.0,47.0,11906.234435663253,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_208.csv
Case3,3,209,58.0,-69.0,11282.766392551277,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_209.csv
Case3,3,210,-10.0,23.0,18468.04259986061,3,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_210.csv
Case3,3,211,55.0,-59.0,13100.177711280565,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_211.csv
Case3,3,212,-63.0,54.0,13170.06214727101,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_212.csv
Case3,3,213,67.0,-42.0,15292.9758923371,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_213.csv
Case3,3,214,63.0,-14.0,20812.492840603652,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_214.csv
Case3,3,215,9.0,13.0,17439.106265007424,3,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_215.csv
Case3,3,216,-10.0,59.0,22290.258824537737,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_216.csv
Case3,3,217,21.0,56.0,19720.401500551343,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_217.csv
Case3,3,218,5.0,-15.0,17063.771872042933,3,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_218.csv
Case3,3,219,-7.0,65.0,22867.58007996084,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_219.csv
Case3,3,220,14.0,-23.0,18941.57052539226,3,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_220.csv
Case3,3,221,74.0,-56.0,10793.905735864098,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_221.csv
Case3,3,222,7.0,-80.0,22708.164994086703,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_222.csv
Case3,3,223,-78.0,-48.0,12260.421951534236,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_223.csv
Case3,3,224,-4.0,-43.0,21096.36439751405,3,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_224.csv
Case3,3,225,2.0,-73.0,22999.862364438683,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_225.csv
Case3,3,226,-42.0,80.0,12703.70335130492,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_226.csv
Case3,3,227,-42.0,-6.0,22070.71955774193,3,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_227.csv
Case3,3,228,60.0,-31.0,16921.061657142618,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_228.csv
Case3,3,229,42.0,86.0,12216.487732381484,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_229.csv
Case3,3,230,-44.0,-30.0,16392.611358614835,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_230.csv
Case3,3,231,-69.0,24.0,18672.066403642337,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_231.csv
Case3,3,232,-8.0,-27.0,20370.07284750744,3,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_232.csv
Case3,3,233,61.0,-20.0,20089.811395422636,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_233.csv
Case3,3,234,-49.0,-40.0,15399.378258803974,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_234.csv
Case3,3,235,-62.0,7.0,21848.001063428106,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_235.csv
Case3,3,236,16.0,-57.0,21060.347674631616,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_236.csv
Case3,3,237,-32.0,66.0,17257.4661116269,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_237.csv
Case3,3,238,64.0,-22.0,19603.9716603638,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_238.csv
Case3,3,239,30.0,17.0,19685.40104714372,3,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_239.csv
Case3,3,240,53.0,26.0,17367.955799762494,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_240.csv
Case3,3,241,13.0,6.0,17775.53588470045,3,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_241.csv
Case3,3,242,-31.0,60.0,17185.84743144669,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_242.csv
Case3,3,243,-63.0,-63.0,11571.045094294217,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_243.csv
Case3,3,244,85.0,-58.0,9248.263805205346,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_244.csv
Case3,3,245,-34.0,-14.0,21169.51855098021,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_245.csv
Case3,3,246,60.0,61.0,12186.420540176798,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_246.csv
Case3,3,247,-83.0,78.0,5904.1324528991545,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_247.csv
Case3,3,248,6.0,27.0,19913.879655588986,3,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_248.csv
Case3,3,249,6.0,16.0,17617.310269223028,3,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_249.csv
Case3,3,250,-47.0,64.0,15079.348337583882,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_250.csv
Case3,3,251,-69.0,0.0,22181.976651935638,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_251.csv
Case3,3,252,-82.0,-45.0,12805.992993890331,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_252.csv
Case3,3,253,56.0,-34.0,16048.898978965943,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_253.csv
Case3,3,254,-75.0,-17.0,20295.581441903447,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_254.csv
Case3,3,255,32.0,-60.0,16960.47444659435,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_255.csv
Case3,3,256,-25.0,-11.0,19471.70339355408,3,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_256.csv
Case3,3,257,65.0,80.0,8254.977994858447,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_257.csv
Case3,3,258,54.0,-18.0,19646.974082873447,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_258.csv
Case3,3,259,-6.0,38.0,21161.761987119058,3,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_259.csv
Case3,3,260,-50.0,68.0,12950.945634514916,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_260.csv
Case3,3,261,-14.0,-28.0,21027.60738804005,3,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_261.csv
Case3,3,262,-57.0,76.0,10344.068553316582,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_262.csv
Case3,3,263,-24.0,2.0,19639.621734054886,3,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_263.csv
Case3,3,264,87.0,-65.0,7725.825405550275,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_264.csv
Case3,3,265,-25.0,-84.0,19275.03920096971,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_265.csv
Case3,3,266,-26.0,-39.0,17236.994143611984,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_266.csv
Case3,3,267,-33.0,-46.0,15783.547365565131,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_267.csv
Case3,3,268,-59.0,29.0,17461.72884297697,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_268.csv
Case3,3,269,-60.0,60.0,12357.183283795895,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_269.csv
Case3,3,270,10.0,76.0,21637.279173263676,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_270.csv
Case3,3,271,-30.0,50.0,16433.395853451722,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_271.csv
Case3,3,272,72.0,69.0,8582.788953184589,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_272.csv
Case3,3,273,81.0,62.0,8668.509358412743,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_273.csv
