case,test_id,theta1,theta2,pt,original_label,final_label,confidence,decision_reason,data_quality,n_points,transition_index,post_points,r2_post,nrmse_post,quad_a,abs_quad_a,slope_drift,slope_ratio,tail_r2
Case4,Test_045,77.0,-20.0,11760.610292373192,2,2,high,kept_original_label,ok,1001,129,852,0.9926115631203597,0.024378142791884015,-0.3228499653602782,0.3228499653602782,0.5559169447242698,0.5800305403110075,0.999840064975521
Case4,Test_046,56.0,-82.0,9733.114748313154,1,1,high,kept_original_label,ok,1001,473,508,0.9993933823080318,0.007050865854083704,-0.09159812513393469,0.09159812513393469,0.1754161524790724,0.8417368575807291,0.9999913438559037
Case4,Test_047,-33.0,64.0,13726.800024139638,1,2,high,report_change_supported_by_csv_curvature,ok,1001,267,714,0.9962330009351613,0.017398428140630168,-0.22796927920522442,0.22796927920522442,0.41609798404355425,0.6680097503195238,0.9999392603587606
Case4,Test_048,-23.0,-2.0,7397.614978506744,3,3,high,kept_original_label,ok,1001,40,941,0.9690857408025362,0.04900522646532718,-0.6436801966799179,0.6436801966799179,1.1381903156057875,0.3254201324985815,0.9986646541963746
Case4,Test_049,4.0,78.0,10742.853423410685,2,2,high,kept_original_label,ok,1001,90,891,0.9882464987197295,0.03074036777310839,-0.4075524443885194,0.4075524443885194,0.6780299527230661,0.5131039578590069,0.9997453483081682
Case4,Test_050,-13.0,60.0,11609.15171734012,2,2,high,kept_original_label,ok,1001,109,872,0.9908928529413189,0.026952480996391425,-0.3558652884895432,0.3558652884895432,0.620063917660614,0.5464838802229582,0.999812808261278
Case4,Test_051,-54.0,22.0,12204.596371805084,2,2,high,kept_original_label,ok,1001,155,826,0.9933987322512924,0.02294246914705816,-0.3018124868782933,0.3018124868782933,0.54218426314636,0.5910204062880643,0.9998709108827486
Case4,Test_052,14.0,-3.0,6300.990440991556,3,3,high,kept_original_label,ok,1001,29,952,0.9586178448398959,0.056670261949821055,-0.7454542763070512,0.7454542763070512,1.342024410550658,0.25506410472412244,0.9962610660233938
Case4,Test_053,-67.0,23.0,12333.831268950556,2,2,high,kept_original_label,ok,1001,153,828,0.9937600493533308,0.022368032441110134,-0.29524455681726625,0.29524455681726625,0.5213812525999243,0.6015938138152505,0.999873795553179
Case4,Test_054,-36.0,-80.0,13328.617092441378,1,2,high,report_change_supported_by_csv_curvature,ok,1001,262,719,0.9961471471153522,0.017601131366790545,-0.23083102260153518,0.23083102260153518,0.41966869183780403,0.6655287956495373,0.9999365980804027
Case4,Test_055,69.0,-62.0,10398.193593331707,1,1,high,kept_original_label,ok,1001,682,299,0.9994571549284849,0.0066818166386418566,-0.08582611492578916,0.08582611492578916,0.16242651990424894,0.8528032046195257,0.9999962832411846
Case4,Test_056,88.0,-61.0,8241.597962877904,1,1,high,kept_original_label,ok,1001,466,515,0.999266415165133,0.0077430095603902155,-0.10017013029846682,0.10017013029846682,0.1919000872556557,0.8288232580105104,0.999991280180233
Case4,Test_057,-85.0,56.0,9449.00038741436,1,1,high,kept_original_label,ok,1001,458,523,0.9992240782227272,0.007963041527875594,-0.10327913778492158,0.10327913778492158,0.19754070300525872,0.8241029501816607,0.9999899882822254
Case4,Test_058,46.0,41.0,15105.299403238689,1,1,high,kept_original_label,ok,1001,564,417,0.9979774426251974,0.012811287044919415,-0.1662378144725112,0.1662378144725112,0.29982024908808946,0.747614807019732,0.9999841495952365
Case4,Test_059,34.0,-32.0,12712.436991883658,2,2,high,kept_original_label,ok,1001,224,757,0.9949690231737729,0.020118732479866796,-0.26491103322288684,0.26491103322288684,0.47030698408020793,0.6328578918168285,0.999903436170753
Case4,Test_060,11.0,-2.0,6055.654348261841,3,3,medium,kept_original_label,short_curve_but_usable,990,28,943,0.955596856693715,0.05889933070292243,-0.7728599794060271,0.7728599794060271,1.4003858366367055,0.2353463652877073,0.9928554466454693
Case4,Test_061,19.0,-67.0,12124.158388705611,2,2,high,kept_original_label,ok,1001,130,851,0.99268185464922,0.024219930717575135,-0.32015951498731005,0.32015951498731005,0.5576927865065027,0.5800585582574083,0.9998470791892393
Case4,Test_062,-45.0,-80.0,12713.31287515924,1,1,high,kept_original_label,ok,1001,393,588,0.9993119098406507,0.007578396188887992,-0.10125089931991288,0.10125089931991288,0.15908849965896474,0.8529228801566231,0.9999801637592245
Case4,Test_063,38.0,69.0,13909.789491306496,1,2,high,report_change_supported_by_csv_curvature,ok,1001,333,648,0.9967368285047121,0.016208014536030803,-0.2116820922014794,0.2116820922014794,0.38556500413956046,0.6884560096591815,0.9999573221220208
Case4,Test_064,-65.0,32.0,13412.902728535026,1,2,high,report_change_supported_by_csv_curvature,ok,1001,248,733,0.9959457137328059,0.018046295633035038,-0.2367082313660848,0.2367082313660848,0.4299220903298567,0.6590238123571314,0.9999324384780649
Case4,Test_065,-32.0,-36.0,12914.895656601488,2,2,high,kept_original_label,ok,1001,242,739,0.9952543963396134,0.01951734038515815,-0.2561955775468334,0.2561955775468334,0.4613249081326285,0.639354823724858,0.9999168888881139
Case4,Test_066,-17.0,82.0,11514.67403215818,2,2,high,kept_original_label,ok,1001,115,866,0.9916108225486174,0.026021813504406015,-0.34534147986713193,0.34534147986713193,0.5822900371121121,0.5637682569786663,0.9998104058213836
Case4,Test_067,-61.0,78.0,9127.187098616543,1,1,high,kept_original_label,ok,1001,537,444,0.9995143572984033,0.00631468483782871,-0.08162050559070078,0.08162050559070078,0.15755499310104173,0.8565961456767738,0.9999942771945929
Case4,Test_068,45.0,-66.0,14877.860799627071,1,1,high,kept_original_label,ok,1001,557,424,0.9976065245822856,0.013968272646660406,-0.18299026510375474,0.18299026510375474,0.31736337511620455,0.7338574779166084,0.999976562119215
Case4,Test_069,33.0,-41.0,13575.10333156336,1,2,high,report_change_supported_by_csv_curvature,ok,1001,308,673,0.9960891363124095,0.017675652750311837,-0.22978535689554694,0.22978535689554694,0.4270377617833486,0.6629333758984114,0.9999495861358983
Case4,Test_070,48.0,85.0,11390.621674639136,1,1,high,kept_original_label,ok,1001,388,593,0.9992593299837621,0.007822138157785046,-0.10386276772510888,0.10386276772510888,0.179589188620862,0.8368756479078148,0.9999826406769619
Case4,Test_071,82.0,86.0,5086.42287956089,1,1,high,kept_original_label,ok,1001,351,630,0.9997450746876313,0.004600328399377451,-0.061147745738838244,0.061147745738838244,0.10644349084584137,0.8995517113305189,0.9999929840358739
Case4,Test_072,-21.0,38.0,11159.085773447216,2,2,high,kept_original_label,ok,1001,126,855,0.9904616889739614,0.02756067075299751,-0.3633343222128634,0.3633343222128634,0.6352157638047401,0.5395368023440137,0.9998084672825754
Case4,Test_073,81.0,-73.0,6540.124984755933,1,1,high,kept_original_label,ok,1001,451,530,0.9995985771219675,0.005751083608587138,-0.0752042315650587,0.0752042315650587,0.14051480816494094,0.8705591147676366,0.9999932901781717
Case4,Test_074,78.0,-23.0,11993.269070396138,2,2,high,kept_original_label,ok,1001,143,838,0.9934362725646579,0.022980489597135837,-0.30414801088529025,0.30414801088529025,0.5283154747786005,0.5962596056991919,0.9998592451246648
Case4,Test_075,26.0,-58.0,12979.680433059357,2,2,high,kept_original_label,ok,1001,189,792,0.9948392406029013,0.02032219582980309,-0.2671681127301792,0.2671681127301792,0.48384346847750037,0.6252103306512721,0.9999009665857818
Case4,Test_076,13.0,14.0,7040.284627874787,3,3,high,kept_original_label,ok,1001,35,946,0.965958262870227,0.05154078741260007,-0.6786318307451474,0.6786318307451474,1.2027353267222973,0.2996004217513355,0.9978777222879708
Case4,Test_077,-6.0,51.0,10863.564882138657,2,2,high,kept_original_label,ok,1001,91,890,0.9883628196769244,0.03036276596530797,-0.39998016287698446,0.39998016287698446,0.6998235061123683,0.5070829493560737,0.9997608688921354
Case4,Test_078,73.0,-45.0,14124.55736141803,1,1,high,csv_rejects_report_change; post_transition_is_type1_linear,ok,1001,478,503,0.9997116425090764,0.0049492895745837946,-0.06465528176766862,0.06465528176766862,0.0897943919374768,0.9237150885595458,0.9999867796797894
Case4,Test_079,0.0,1.0,5357.922599392249,3,3,high,kept_original_label,ok,1003,23,960,0.9438474755266071,0.06706723331448419,-0.8593265655509482,0.8593265655509482,1.6396474900023763,0.15599817968482577,0.9435663146833845
Case4,Test_080,-42.0,-56.0,14957.089996342567,1,1,high,kept_original_label,ok,1001,563,418,0.9978989333209994,0.01309443969530823,-0.17151382827177844,0.17151382827177844,0.2995148497029323,0.7465133524990775,0.9999780443108155
Case4,Test_081,-80.0,12.0,10909.02609584366,2,2,high,kept_original_label,ok,1001,101,880,0.990073335690107,0.02825571342426219,-0.3746602059544025,0.3746602059544025,0.630736480461318,0.5381276331023047,0.9997821897015875
Case4,Test_082,23.0,-15.0,8378.183673282683,3,3,high,kept_original_label,ok,1001,53,928,0.9764193173894374,0.04305879932822071,-0.5672523791793044,0.5672523791793044,0.9797301760865714,0.3820836281011097,0.9992602747488367
Case4,Test_083,9.0,25.0,8284.866963501689,3,3,high,kept_original_label,ok,1001,48,933,0.9737982589082386,0.04531300775551545,-0.5961072309152677,0.5961072309152677,1.0355246686851842,0.36165961914832545,0.9991130469036136
Case4,Test_084,-58.0,-24.0,12444.28362550252,2,2,high,kept_original_label,ok,1001,169,812,0.9940209871067253,0.02186625018950929,-0.2878614190882427,0.2878614190882427,0.5161941161166219,0.605661658068804,0.9998827312296218
Case4,Test_085,-27.0,19.0,9415.990995932809,2,2,high,kept_original_label,ok,1001,76,905,0.9831431292258456,0.03659572986132783,-0.48335917983076016,0.48335917983076016,0.8220017914587977,0.4470755317516005,0.9995868344451513
Case4,Test_086,-44.0,-26.0,12108.86569180236,2,2,high,kept_original_label,ok,1001,190,791,0.9937776031118668,0.022249013783508874,-0.29153520938863897,0.29153520938863897,0.5302856805537584,0.5992926931570118,0.9998905117592329
Case4,Test_087,87.0,-65.0,7492.790068050714,1,1,high,kept_original_label,ok,1001,467,514,0.9993720183656056,0.007171818607999709,-0.09293938019040854,0.09293938019040854,0.17775799060795808,0.8399980272550235,0.9999923332742188
Case4,Test_088,-9.0,-87.0,10758.988790639956,2,2,high,kept_original_label,ok,1001,94,887,0.9887219175254586,0.03020093129191999,-0.4012091801119427,0.4012091801119427,0.6586206866783335,0.5213211549354285,0.9997458118693845
Case4,Test_089,2.0,55.0,10893.270125116742,2,2,high,kept_original_label,ok,1001,89,892,0.9884319481189946,0.030288439831627777,-0.39925999039167803,0.39925999039167803,0.6960763376361754,0.508310951164424,0.9997607726009194
Case4,Test_090,40.0,61.0,14464.749288172909,1,1,high,kept_original_label,ok,1001,441,540,0.9973502580006094,0.014647448112461664,-0.1913054874824557,0.1913054874824557,0.34202548568623836,0.7176237142987646,0.99997089699474
Case4,Test_091,50.0,-64.0,14101.899112008,1,1,high,kept_original_label,ok,1001,682,299,0.9996426511406237,0.0054860377115844355,0.056420971604911725,0.056420971604911725,0.13891224588322426,1.1406076412235189,0.9999982388597621
Case4,Test_092,-7.0,20.0,7426.689997912338,3,3,high,kept_original_label,ok,1001,38,943,0.9692821059553862,0.049054009397726514,-0.646308976608767,0.646308976608767,1.1379728368126336,0.32154302008063707,0.9983406873637757
Case4,Test_093,85.0,-17.0,11263.512320652657,2,2,high,kept_original_label,ok,1001,114,867,0.9914636785733734,0.026237563615956045,-0.34815656477195117,0.34815656477195117,0.5883648109067205,0.5604834043223342,0.9998072323415367
Case4,Test_094,18.0,-59.0,12146.297763811785,2,2,high,kept_original_label,ok,1001,130,851,0.9924204486088475,0.024610363692954326,-0.3247931026056095,0.3247931026056095,0.5713132213145552,0.5732515799009693,0.999844369316205
Case4,Test_095,-26.0,-51.0,12701.463905771698,2,2,high,kept_original_label,ok,1001,194,787,0.9945478582624935,0.020847925557291546,-0.2732883211244564,0.2732883211244564,0.5007703517021562,0.616121291759874,0.9998995176217678
Case4,Test_096,-86.0,26.0,12134.848233314608,2,2,high,kept_original_label,ok,1001,158,823,0.9942712225007919,0.02149490602097643,-0.284548989944348,0.284548989944348,0.4956754992228641,0.6154155005345949,0.9998747347234812
Case4,Test_097,71.0,68.0,8771.276325748466,1,1,high,kept_original_label,ok,1001,601,380,0.9996371386044407,0.005469739854081531,-0.07080453352957117,0.07080453352957117,0.13421380928592833,0.8762213323804847,0.9999958814143002
Case4,Test_098,-1.0,-33.0,8954.07697236796,3,3,high,kept_original_label,ok,1001,59,922,0.9787815825474115,0.04079241280721906,-0.5362161551989725,0.5362161551989725,0.9303190364204762,0.40431484116753075,0.9994646184009264
Case4,Test_099,64.0,-58.0,12184.120669734342,1,1,high,kept_original_label,ok,1001,766,215,0.9992900612419607,0.007639108783176266,-0.09749157484382573,0.09749157484382573,0.1831652798027145,0.8363232134898105,0.9999964038051175
Case4,Test_100,-77.0,-19.0,11632.676161899868,2,2,high,kept_original_label,ok,1001,125,856,0.9922605803731948,0.024952123456709854,-0.33053601513002456,0.33053601513002456,0.5668745573041514,0.5736706809406635,0.9998310021472072
Case4,Test_101,-37.0,81.0,13438.53676928006,2,2,high,kept_original_label,ok,1001,276,705,0.9962820571375266,0.01728618486343982,-0.22636548415993818,0.22636548415993818,0.41292042404379653,0.6703320287863679,0.9999408665297228
Case4,Test_102,-38.0,46.0,14808.199077300438,1,2,high,report_change_supported_by_csv_curvature,ok,1001,472,509,0.9974474832811203,0.01433768720591767,-0.1854692504423277,0.1854692504423277,0.34282496093798254,0.7183665023498441,0.9999783683330168
Case4,Test_103,-40.0,-10.0,9846.801271698148,2,2,high,kept_original_label,ok,1001,82,899,0.9854971794896619,0.03381032509829263,-0.4448588132679436,0.4448588132679436,0.7770428443567196,0.4706613116939874,0.9996999295178755
Case4,Test_104,-31.0,10.0,8923.71335701435,2,2,high,kept_original_label,ok,1001,63,918,0.9800337436967831,0.03961956452460193,-0.5214888014510227,0.5214888014510227,0.9012263731268068,0.41531826471425987,0.9995046537768139
Case4,Test_105,-65.0,-72.0,9221.092471044964,1,1,high,kept_original_label,ok,1001,608,373,0.9997786905882589,0.004282908801767616,-0.055963119448656964,0.055963119448656964,0.10412203215919702,0.9019877289068349,0.999996541766279
Case4,Test_106,-10.0,-49.0,10836.694527744728,2,2,high,kept_original_label,ok,1001,94,887,0.9885285847124783,0.03012463421567164,-0.3966025288908229,0.3966025288908229,0.6975395751863059,0.5083820025800028,0.9997681368535714
Case4,Test_107,-53.0,-14.0,11257.314044369965,2,2,high,kept_original_label,ok,1001,111,870,0.990489868261357,0.027489127797754604,-0.3622536372569033,0.3622536372569033,0.6380932377027341,0.5382524928014422,0.9998069319005438
Case4,Test_108,-12.0,31.0,9312.226793767912,2,2,high,kept_original_label,ok,1001,67,914,0.9812062929856101,0.03853023628222235,-0.5077125968331181,0.5077125968331181,0.8708302806831622,0.4273042701575285,0.9995475943125773
Case4,Test_109,44.0,-41.0,15345.401731329252,1,1,high,kept_original_label,ok,1001,550,431,0.9980113248870813,0.012688880724676109,-0.16406888489960134,0.16406888489960134,0.30060970721561153,0.747473570479516,0.9999848731607599
Case4,Test_110,-74.0,-31.0,12920.197732278406,2,2,high,kept_original_label,ok,1001,212,769,0.9953996093001277,0.019234254544342452,-0.25324933030634966,0.25324933030634966,0.45364839749525293,0.6431311603982061,0.9999142326840497
Case4,Test_111,31.0,-77.0,13134.504674369342,2,2,high,kept_original_label,ok,1001,209,772,0.9956230843508374,0.018780000030507463,-0.24757734367142317,0.24757734367142317,0.4412479028741768,0.6504075376177979,0.9999146590276852
Case4,Test_112,25.0,2.0,7653.038856621138,3,3,high,kept_original_label,ok,1001,43,938,0.9713966847085743,0.04718665005762556,-0.6199410839082605,0.6199410839082605,1.090742679258225,0.3423567655206863,0.9989213030821987
Case4,Test_113,57.0,13.0,11296.723119385995,2,2,high,kept_original_label,ok,1001,109,872,0.9907309096498753,0.027167934078049478,-0.35839528071564564,0.35839528071564564,0.6278022658383992,0.5428738392617287,0.9998102739987779
Case4,Test_114,42.0,-63.0,14715.722536531586,1,2,high,report_change_supported_by_csv_curvature,ok,1001,488,493,0.9974441517110848,0.01440672935635947,-0.18845501896231595,0.18845501896231595,0.3321034877525886,0.7239734046586778,0.9999736918623374
Case4,Test_115,60.0,35.0,13744.018639460162,1,2,high,report_change_supported_by_csv_curvature,ok,1001,319,662,0.9966430585803596,0.016434321877879854,-0.21472604982184948,0.21472604982184948,0.3919613802681191,0.6841784394737861,0.9999534216245244
Case4,Test_116,29.0,-81.0,12818.384296661612,2,2,high,kept_original_label,ok,1001,185,796,0.9951658598036065,0.01974967720996007,-0.2610234641138581,0.2610234641138581,0.4591743942957956,0.6383371935571092,0.9998983890400931
Case4,Test_117,54.0,80.0,10323.118021384727,1,1,high,kept_original_label,ok,1001,472,509,0.9994283103738542,0.006850812010766681,-0.08936661675976848,0.08936661675976848,0.1693821055621909,0.8464615109089272,0.9999909272301469
Case4,Test_118,83.0,16.0,11132.021410164984,2,2,high,kept_original_label,ok,1001,111,870,0.9912729619627918,0.02652180472937193,-0.3518652337760835,0.3518652337760835,0.5947030706379598,0.5573107724514693,0.9998025319704235
Case4,Test_119,3.0,27.0,8230.004364916596,3,3,high,kept_original_label,ok,1001,47,934,0.973510571723185,0.045498612338819876,-0.5979543281733725,0.5979543281733725,1.0434150838055294,0.3597033777952647,0.999128635987519
Case4,Test_120,10.0,76.0,11094.55379392659,2,2,high,kept_original_label,ok,1001,98,883,0.9897283253171345,0.02873077973396536,-0.3807850960568851,0.3807850960568851,0.6415500150260846,0.5324962518924687,0.999777082865934
Case4,Test_121,-6.0,-20.0,7286.984194993886,3,3,high,kept_original_label,ok,1001,37,944,0.968605270103482,0.04957137078829722,-0.6530058973804441,0.6530058973804441,1.1523858813417325,0.31657727207840913,0.998244485500255
Case4,Test_122,-76.0,-7.0,10747.277556567244,2,2,high,kept_original_label,ok,1001,95,886,0.9889390480155389,0.029789540689856883,-0.394621144868327,0.394621144868327,0.6640944409151592,0.5210467691987154,0.999762029170673
Case4,Test_123,-24.0,0.0,7450.23480463876,3,3,high,kept_original_label,ok,1001,41,940,0.9700480189017975,0.048245077852672104,-0.6336372883519712,0.6336372883519712,1.118755434054418,0.332808096413542,0.9987888344608012
Case4,Test_124,86.0,43.0,12643.772682153978,1,1,high,kept_original_label,ok,1001,347,634,0.9989692120719113,0.009261422268367897,-0.12363877047885698,0.12363877047885698,0.19708907990209903,0.8215273139703074,0.9999733854902544
Case4,Test_125,15.0,-39.0,10459.239205679984,2,2,high,kept_original_label,ok,1001,95,886,0.9874393292830316,0.031541198802907844,-0.4154927720959365,0.4154927720959365,0.7227024538809053,0.49565960462018527,0.9997451609520615
Case4,Test_126,-78.0,64.0,8471.298922175585,1,1,high,kept_original_label,ok,1001,539,442,0.999376072403647,0.007147809043247406,-0.0921282640405357,0.0921282640405357,0.1769468826787578,0.8408820947649019,0.9999938405553541
Case4,Test_127,-22.0,-34.0,10831.47952450428,2,2,high,kept_original_label,ok,1001,118,863,0.9893650070713932,0.02915368566005817,-0.3851934942591262,0.3851934942591262,0.6623085629633589,0.5238344787101198,0.9997747512628604
Case4,Test_128,67.0,-77.0,8128.156521056648,1,1,high,kept_original_label,ok,1001,535,446,0.9997214811520765,0.004800263611539816,-0.06290820180524165,0.06290820180524165,0.11628145881480743,0.8912430671709458,0.9999951194225284
Case4,Test_129,53.0,17.0,11547.17098728333,2,2,high,kept_original_label,ok,1001,123,858,0.9916860975514464,0.025722786113842034,-0.3388958851058326,0.3388958851058326,0.6009646816891332,0.5578833455093544,0.9998333864154911
Case4,Test_130,5.0,84.0,10574.440566256835,2,2,high,kept_original_label,ok,1001,89,892,0.9878667279282684,0.0312977768878007,-0.4155480829573031,0.4155480829573031,0.6808109547050667,0.5102378078587712,0.9997353465063624
Case4,Test_131,-89.0,71.0,6366.620434886613,1,1,high,kept_original_label,ok,1001,429,552,0.999522478200964,0.006264268355335602,-0.08163881711193999,0.08163881711193999,0.1545725943308208,0.8587823806241871,0.999992659451915
Case4,Test_132,51.0,58.0,13543.787666957249,1,1,high,kept_original_label,ok,1001,721,260,0.9999804585418813,0.001287071429986091,-0.011424718837409814,0.011424718837409814,0.029695085218318477,0.9949433518312732,0.9999967193313624
Case4,Test_133,-72.0,-54.0,11394.91490000942,1,1,high,kept_original_label,ok,1001,581,400,0.9994945570721294,0.006443484651102109,-0.08332273193014308,0.08332273193014308,0.16020658739653182,0.8544610634826,0.9999937862188254
Case4,Test_134,-18.0,71.0,11921.477302795642,2,2,high,kept_original_label,ok,1001,123,858,0.9922452954685897,0.024950136847809678,-0.330200989100914,0.330200989100914,0.5700021540010363,0.5724915811886828,0.9998356730036008
Case4,Test_135,75.0,-31.0,12937.519094723915,2,2,high,kept_original_label,ok,1001,210,771,0.9953977309127376,0.019234172310530054,-0.2531993124698245,0.2531993124698245,0.45364591001372817,0.6431796420334784,0.9999135393620824
Case4,Test_136,-50.0,-9.0,10692.520916719732,2,2,high,kept_original_label,ok,1001,94,887,0.9884992635849874,0.030164512544532812,-0.39716098135887407,0.39716098135887407,0.6980516712747189,0.5080716804489963,0.999766978891652
Case4,Test_137,-19.0,70.0,12129.526778526675,2,2,high,kept_original_label,ok,1001,130,851,0.9926516503956965,0.024298110496171033,-0.32155053303252207,0.32155053303252207,0.5556358889147095,0.5806204534918303,0.9998434948652722
Case4,Test_138,37.0,34.0,13216.073195365389,1,2,high,report_change_supported_by_csv_curvature,ok,1001,285,696,0.9960414460207178,0.017812265216305818,-0.23267347506140346,0.23267347506140346,0.4258203943032029,0.6626043280391544,0.9999405997975159
Case4,Test_139,48.0,-47.0,14922.421602800548,1,1,high,kept_original_label,ok,1001,682,299,0.9998079449154359,0.003993747003863407,-0.05207133452474446,0.05207133452474446,0.09707271911308937,0.9082573779216541,0.9999972465743849
Case4,Test_140,-3.0,-6.0,5511.083803903935,3,3,medium,kept_original_label,short_curve_but_usable,963,24,920,0.9536825828926264,0.06014382306269149,-0.790026831819269,0.790026831819269,1.4278211309996156,0.22693661076517693,0.9921494850910001
Case4,Test_141,72.0,-18.0,11683.404535053449,2,2,high,kept_original_label,ok,1001,123,858,0.9921456785061747,0.025103909031986497,-0.33215905079992725,0.33215905079992725,0.5740684897025938,0.5703570187482396,0.9998343754014472
Case4,Test_142,20.0,-1.0,7019.251630931852,3,3,high,kept_original_label,ok,1001,36,945,0.9656278114866934,0.05164791899411379,-0.6786952012441195,0.6786952012441195,1.2088674131550314,0.30053926454589563,0.9981007034446372
Case4,Test_143,8.0,9.0,5994.643176049423,3,3,medium,kept_original_label,short_curve_but_usable,976,27,930,0.9582793207617059,0.05702522609728463,-0.7490826764294876,0.7490826764294876,1.3467423944223194,0.25259214602467245,0.995750461056258
Case4,Test_144,27.0,-85.0,12537.963743135811,2,2,high,kept_original_label,ok,1001,166,815,0.9946608794746413,0.020767446207360082,-0.2749897035610065,0.2749897035610065,0.4782957925683341,0.6259841167048508,0.9998817574740163
Case4,Test_145,-30.0,67.0,13324.058551729591,2,2,high,kept_original_label,ok,1001,216,765,0.9955568098023256,0.018891768346185587,-0.24845817305500945,0.24845817305500945,0.44778981820781266,0.6472461252404602,0.9999173635158131
Case4,Test_146,-11.0,38.0,10037.704651520164,2,2,high,kept_original_label,ok,1001,81,900,0.9852196503616735,0.03417413531046459,-0.4499946767070353,0.4499946767070353,0.7798827522733273,0.4689874450202839,0.9996874373717757
Case4,Test_147,-69.0,-49.0,12964.28529888653,1,1,high,kept_original_label,ok,1001,552,429,0.9998638816842845,0.003361853264855169,-0.04376775214892484,0.04376775214892484,0.07091616696310904,0.9311373434480241,0.9999925049312678
Case4,Test_148,41.0,-14.0,10413.37845566866,2,2,high,kept_original_label,ok,1001,97,884,0.9879181755730815,0.030921966520058138,-0.4071615036863697,0.4071615036863697,0.7125396024241324,0.5009039267804785,0.9997581727298132
Case4,Test_149,22.0,-68.0,12470.118056238169,2,2,high,kept_original_label,ok,1001,147,834,0.9936117075111035,0.0226510462366918,-0.2993812517776872,0.2993812517776872,0.5244557873497079,0.5991865048299643,0.9998674805243375
Case4,Test_150,5.0,-35.0,9229.305966505732,2,2,high,kept_original_label,ok,1001,64,917,0.9809345393368006,0.03870411361372489,-0.5089676025021429,0.5089676025021429,0.8822124945773964,0.4241987874351101,0.9995568898599235
Case4,Test_151,-53.0,6.0,10766.098721754372,2,2,high,kept_original_label,ok,1001,92,889,0.9885007623035416,0.030177993475612463,-0.39754691017571664,0.39754691017571664,0.6967572767346332,0.508406066660245,0.9997668318487245
Case4,Test_152,-52.0,62.0,13812.48164004545,1,1,high,csv_rejects_report_change; post_transition_is_type1_linear,ok,1001,769,212,0.9999638105506192,0.0017481505953448318,-0.022773220679684538,0.022773220679684538,0.03312342166737835,0.9683411815588275,0.9999972692937288
Case4,Test_153,-82.0,-88.0,5030.143657571408,1,1,high,kept_original_label,ok,1001,347,634,0.9997539587359533,0.004520802324796187,-0.060139828402178803,0.060139828402178803,0.10417626799689685,0.9014644586719571,0.999993146826498
Case4,Test_154,24.0,53.0,12557.141976206289,2,2,high,kept_original_label,ok,1001,172,809,0.9942209570443523,0.021476867516258585,-0.2822283502945935,0.2822283502945935,0.5122924244159532,0.6085756481775186,0.9998883919294385
Case4,Test_155,19.0,48.0,11654.72320541207,2,2,high,kept_original_label,ok,1001,131,850,0.9919296928977708,0.025330448578581553,-0.3333317237332314,0.3333317237332314,0.5947651438782542,0.561972052515155,0.9998393725153181
Case4,Test_156,74.0,-74.0,7350.553468264627,1,1,high,kept_original_label,ok,1001,507,474,0.9997253372886904,0.004769821191416894,-0.0628249829860868,0.0628249829860868,0.11402552688398397,0.8930799629161469,0.9999946532155335
Case4,Test_157,-59.0,-37.0,14000.23444453236,1,2,high,report_change_supported_by_csv_curvature,ok,1001,372,609,0.996887556320665,0.015842825171278534,-0.20691653642226202,0.20691653642226202,0.3751905707880657,0.6952442658643588,0.9999612548699155
Case4,Test_158,76.0,3.0,10607.895321097703,2,2,high,kept_original_label,ok,1001,91,890,0.9883615848747869,0.030549636540471884,-0.4046655070415959,0.4046655070415959,0.6794190977025029,0.513399512623762,0.9997496927519203
Case4,Test_159,-58.0,75.0,10198.52774217738,1,1,high,kept_original_label,ok,1001,569,412,0.9995219111254184,0.00626559885727297,-0.0807659880368067,0.0807659880368067,0.15643405479369993,0.8576027246186673,0.999994730736918
Case4,Test_160,27.0,5.0,7915.508758363104,3,3,high,kept_original_label,ok,1001,47,934,0.9741153410042038,0.04494545130939924,-0.5907186431437137,0.5907186431437137,1.0329379626905812,0.36367290548132586,0.9991633934259674
Case4,Test_161,47.0,-42.0,15470.798103360798,1,1,high,kept_original_label,ok,1001,611,370,0.9981659179323192,0.01222620012422906,-0.159125746909543,0.159125746909543,0.28218495786714537,0.7599791986183058,0.9999849357951066
Case4,Test_162,-4.0,55.0,10936.68666206909,2,2,high,kept_original_label,ok,1001,90,891,0.9885901962618933,0.030081364623969504,-0.3965285434563442,0.3965285434563442,0.6914947407860687,0.510609985659681,0.9997649542834937
Case4,Test_163,-78.0,84.0,5655.055818724016,1,1,high,kept_original_label,ok,1001,387,594,0.9997577165838719,0.004490002907825612,-0.05983272654691037,0.05983272654691037,0.10140522355345741,0.9038456911330413,0.9999930492363184
Case4,Test_164,-8.0,62.0,11269.089865461308,2,2,high,kept_original_label,ok,1001,98,883,0.989721128540715,0.028627789176388706,-0.3781090086932396,0.3781090086932396,0.6536163450763708,0.5286489794428623,0.9997872552387417
Case4,Test_165,6.0,-37.0,9598.693253111334,2,2,high,kept_original_label,ok,1001,70,911,0.9826282099538455,0.036973652654947946,-0.48632485601528197,0.48632485601528197,0.8436174835560121,0.4407751392763765,0.9996146057209525
Case4,Test_166,-22.0,23.0,9513.837311651518,2,2,high,kept_original_label,ok,1001,72,909,0.9825598882718899,0.037279497641914044,-0.49282066370905475,0.49282066370905475,0.8345063954272499,0.4402773884808301,0.9995441828723187
