case,case_id,u3_folder,u3_bucket,test_id,theta1,theta2,Pt,pt_source,raw_csv_path,curve_csv,plot_path
Case3,3,3-2,2,191,-75.0,6.0,8216.35,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/csv/force_disp_Test_191.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-2/csv_load/force_disp_Test_191.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/plot/plot_Test_191_P1.png
Case3,3,3-2,2,195,12.0,71.0,8967.38,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/csv/force_disp_Test_195.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-2/csv_load/force_disp_Test_195.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/plot/plot_Test_195_P1.png
Case3,3,3-2,2,201,-73.0,-27.0,8975.94,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/csv/force_disp_Test_201.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-2/csv_load/force_disp_Test_201.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/plot/plot_Test_201_P1.png
Case3,3,3-2,2,202,-24.0,-76.0,9359.41,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/csv/force_disp_Test_202.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-2/csv_load/force_disp_Test_202.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/plot/plot_Test_202_P1.png
Case3,3,3-2,2,203,33.0,58.0,10533.7,transition_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/csv/force_disp_Test_203.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-2/csv_load/force_disp_Test_203.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/plot/plot_Test_203_transition.png
Case3,3,3-2,2,207,19.0,-83.0,9301.84,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/csv/force_disp_Test_207.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-2/csv_load/force_disp_Test_207.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/plot/plot_Test_207_P1.png
Case3,3,3-2,2,214,63.0,-14.0,8583.16,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/csv/force_disp_Test_214.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-2/csv_load/force_disp_Test_214.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/plot/plot_Test_214_P1.png
Case3,3,3-2,2,216,-10.0,59.0,8948.98,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/csv/force_disp_Test_216.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-2/csv_load/force_disp_Test_216.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/plot/plot_Test_216_P1.png
Case3,3,3-2,2,217,21.0,56.0,9277.55,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/csv/force_disp_Test_217.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-2/csv_load/force_disp_Test_217.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/plot/plot_Test_217_P1.png
Case3,3,3-2,2,219,-7.0,65.0,8860.89,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/csv/force_disp_Test_219.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-2/csv_load/force_disp_Test_219.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/plot/plot_Test_219_P1.png
Case3,3,3-2,2,222,7.0,-80.0,8802.55,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/csv/force_disp_Test_222.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-2/csv_load/force_disp_Test_222.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/plot/plot_Test_222_P1.png
Case3,3,3-2,2,225,2.0,-73.0,8717.82,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/csv/force_disp_Test_225.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-2/csv_load/force_disp_Test_225.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/plot/plot_Test_225_P1.png
Case3,3,3-2,2,231,-69.0,24.0,8918.4,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/csv/force_disp_Test_231.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-2/csv_load/force_disp_Test_231.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/plot/plot_Test_231_P1.png
Case3,3,3-2,2,233,61.0,-20.0,8803.36,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/csv/force_disp_Test_233.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-2/csv_load/force_disp_Test_233.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/plot/plot_Test_233_P1.png
Case3,3,3-2,2,235,-62.0,7.0,8335.92,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/csv/force_disp_Test_235.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-2/csv_load/force_disp_Test_235.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/plot/plot_Test_235_P1.png
Case3,3,3-2,2,236,16.0,-57.0,913357.0,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/csv/force_disp_Test_236.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-2/csv_load/force_disp_Test_236.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/plot/plot_Test_236_P1.png
Case3,3,3-2,2,238,64.0,-22.0,8384.56,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/csv/force_disp_Test_238.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-2/csv_load/force_disp_Test_238.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/plot/plot_Test_238_P1.png
Case3,3,3-2,2,240,53.0,26.0,8911.41,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/csv/force_disp_Test_240.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-2/csv_load/force_disp_Test_240.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/plot/plot_Test_240_P1.png
Case3,3,3-2,2,242,-31.0,60.0,9437.64,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/csv/force_disp_Test_242.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-2/csv_load/force_disp_Test_242.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/plot/plot_Test_242_P1.png
Case3,3,3-2,2,245,-34.0,-14.0,7898.81,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/csv/force_disp_Test_245.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-2/csv_load/force_disp_Test_245.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/plot/plot_Test_245_P1.png
Case3,3,3-2,2,251,-69.0,0.0,8205.18,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/csv/force_disp_Test_251.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-2/csv_load/force_disp_Test_251.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/plot/plot_Test_251_P1.png
Case3,3,3-2,2,254,-75.0,-17.0,8614.23,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/csv/force_disp_Test_254.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-2/csv_load/force_disp_Test_254.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/plot/plot_Test_254_P1.png
Case3,3,3-2,2,258,54.0,-18.0,8666.11,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/csv/force_disp_Test_258.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-2/csv_load/force_disp_Test_258.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/plot/plot_Test_258_P1.png
Case3,3,3-2,2,265,-25.0,-84.0,9798.4,transition_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/csv/force_disp_Test_265.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-2/csv_load/force_disp_Test_265.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/plot/plot_Test_265_transition.png
Case3,3,3-2,2,266,-26.0,-39.0,9777.29,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/csv/force_disp_Test_266.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-2/csv_load/force_disp_Test_266.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/plot/plot_Test_266_P1.png
Case3,3,3-2,2,268,-59.0,29.0,9018.86,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/csv/force_disp_Test_268.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-2/csv_load/force_disp_Test_268.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/plot/plot_Test_268_P1.png
Case3,3,3-2,2,270,10.0,76.0,8876.44,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/csv/force_disp_Test_270.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-2/csv_load/force_disp_Test_270.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/plot/plot_Test_270_P1.png
Case3,3,3-2,2,271,-30.0,50.0,10286.4,transition_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/csv/force_disp_Test_271.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-2/csv_load/force_disp_Test_271.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/plot/plot_Test_271_transition.png
Case3,3,3-2,2,274,30.0,-25.0,9496.66,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/csv/force_disp_Test_274.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-2/csv_load/force_disp_Test_274.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/plot/plot_Test_274_P1.png
Case3,3,3-2,2,275,80.0,-20.0,8701.13,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/csv/force_disp_Test_275.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-2/csv_load/force_disp_Test_275.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/plot/plot_Test_275_P1.png
Case3,3,3-2,2,278,18.0,78.0,9198.17,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/csv/force_disp_Test_278.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-2/csv_load/force_disp_Test_278.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/plot/plot_Test_278_P1.png
Case3,3,3-2,2,281,-72.0,-17.0,8646.6,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/csv/force_disp_Test_281.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-2/csv_load/force_disp_Test_281.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/plot/plot_Test_281_P1.png
Case3,3,3-2,2,282,25.0,-74.0,9411.36,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/csv/force_disp_Test_282.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-2/csv_load/force_disp_Test_282.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/plot/plot_Test_282_P1.png
Case3,3,3-2,2,283,34.0,-21.0,8705.14,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/csv/force_disp_Test_283.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-2/csv_load/force_disp_Test_283.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/plot/plot_Test_283_P1.png
Case3,3,3-2,2,285,-21.0,55.0,9287.2,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/csv/force_disp_Test_285.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-2/csv_load/force_disp_Test_285.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/plot/plot_Test_285_P1.png
Case3,3,3-2,2,287,-77.0,22.0,8809.84,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/csv/force_disp_Test_287.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-2/csv_load/force_disp_Test_287.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/plot/plot_Test_287_P1.png
Case3,3,3-2,2,289,-9.0,44.0,8561.59,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/csv/force_disp_Test_289.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-2/csv_load/force_disp_Test_289.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/plot/plot_Test_289_P1.png
Case3,3,3-2,2,290,20.0,-82.0,9327.12,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/csv/force_disp_Test_290.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-2/csv_load/force_disp_Test_290.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/plot/plot_Test_290_P1.png
Case3,3,3-2,2,295,-84.0,-9.0,8201.15,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/csv/force_disp_Test_295.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-2/csv_load/force_disp_Test_295.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/plot/plot_Test_295_P1.png
Case3,3,3-3,3,030,15.0,-12.0,5275.29,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-3/csv/force_disp_Test_030.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-3/csv_load/force_disp_Test_030.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-3/plot/plot_Test_030_P1.png
Case3,3,3-3,3,032,-19.0,-7.0,6208.82,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-3/csv/force_disp_Test_032.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-3/csv_load/force_disp_Test_032.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-3/plot/plot_Test_032_P1.png
Case3,3,3-3,3,036,8.0,25.0,7794.38,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-3/csv/force_disp_Test_036.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-3/csv_load/force_disp_Test_036.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-3/plot/plot_Test_036_P1.png
Case3,3,3-3,3,059,14.0,3.0,5522.86,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-3/csv/force_disp_Test_059.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-3/csv_load/force_disp_Test_059.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-3/plot/plot_Test_059_P1.png
Case3,3,3-3,3,068,-26.0,-1.0,6643.69,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-3/csv/force_disp_Test_068.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-3/csv_load/force_disp_Test_068.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-3/plot/plot_Test_068_P1.png
Case3,3,3-3,3,072,-29.0,13.0,7553.53,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-3/csv/force_disp_Test_072.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-3/csv_load/force_disp_Test_072.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-3/plot/plot_Test_072_P1.png
Case3,3,3-3,3,074,-1.0,-8.0,5000.25,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-3/csv/force_disp_Test_074.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-3/csv_load/force_disp_Test_074.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-3/plot/plot_Test_074_P1.png
Case3,3,3-3,3,091,11.0,36.0,8342.49,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-3/csv/force_disp_Test_091.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-3/csv_load/force_disp_Test_091.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-3/plot/plot_Test_091_P1.png
Case3,3,3-3,3,098,-1.0,36.0,8001.33,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-3/csv/force_disp_Test_098.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-3/csv_load/force_disp_Test_098.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-3/plot/plot_Test_098_P1.png
Case3,3,3-3,3,112,21.0,-8.0,6473.95,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-3/csv/force_disp_Test_112.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-3/csv_load/force_disp_Test_112.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-3/plot/plot_Test_112_P1.png
Case3,3,3-3,3,113,35.0,-2.0,7327.34,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-3/csv/force_disp_Test_113.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-3/csv_load/force_disp_Test_113.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-3/plot/plot_Test_113_P1.png
Case3,3,3-3,3,119,31.0,-10.0,7414.86,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-3/csv/force_disp_Test_119.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-3/csv_load/force_disp_Test_119.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-3/plot/plot_Test_119_P1.png
Case3,3,3-3,3,126,-8.0,18.0,6544.8,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-3/csv/force_disp_Test_126.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-3/csv_load/force_disp_Test_126.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-3/plot/plot_Test_126_P1.png
Case3,3,3-3,3,129,24.0,11.0,6982.28,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-3/csv/force_disp_Test_129.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-3/csv_load/force_disp_Test_129.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-3/plot/plot_Test_129_P1.png
Case3,3,3-3,3,140,1.0,-3.0,4741.93,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-3/csv/force_disp_Test_140.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-3/csv_load/force_disp_Test_140.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-3/plot/plot_Test_140_P1.png
Case3,3,3-3,3,155,11.0,-32.0,8209.51,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-3/csv/force_disp_Test_155.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-3/csv_load/force_disp_Test_155.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-3/plot/plot_Test_155_P1.png
Case3,3,3-3,3,159,-9.0,-4.0,5126.49,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-3/csv/force_disp_Test_159.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-3/csv_load/force_disp_Test_159.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-3/plot/plot_Test_159_P1.png
Case3,3,3-3,3,164,-16.0,-5.0,5800.36,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-3/csv/force_disp_Test_164.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-3/csv_load/force_disp_Test_164.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-3/plot/plot_Test_164_P1.png
Case3,3,3-3,3,165,-5.0,10.0,5278.12,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-3/csv/force_disp_Test_165.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-3/csv_load/force_disp_Test_165.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-3/plot/plot_Test_165_P1.png
Case3,3,3-3,3,167,-4.0,-6.0,4936.89,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-3/csv/force_disp_Test_167.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-3/csv_load/force_disp_Test_167.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-3/plot/plot_Test_167_P1.png
Case3,3,3-3,3,168,-5.0,-1.0,4804.88,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-3/csv/force_disp_Test_168.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-3/csv_load/force_disp_Test_168.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-3/plot/plot_Test_168_P1.png
Case3,3,3-3,3,194,-11.0,-16.0,6436.39,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-3/csv/force_disp_Test_194.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-3/csv_load/force_disp_Test_194.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-3/plot/plot_Test_194_P1.png
Case3,3,3-3,3,215,9.0,13.0,5850.45,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-3/csv/force_disp_Test_215.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-3/csv_load/force_disp_Test_215.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-3/plot/plot_Test_215_P1.png
Case3,3,3-3,3,227,-42.0,-6.0,7813.14,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-3/csv/force_disp_Test_227.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-3/csv_load/force_disp_Test_227.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-3/plot/plot_Test_227_P1.png
Case3,3,3-3,3,232,-8.0,-27.0,7827.7,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-3/csv/force_disp_Test_232.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-3/csv_load/force_disp_Test_232.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-3/plot/plot_Test_232_P1.png
Case3,3,3-3,3,239,30.0,17.0,8051.72,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-3/csv/force_disp_Test_239.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-3/csv_load/force_disp_Test_239.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-3/plot/plot_Test_239_P1.png
Case3,3,3-3,3,241,13.0,6.0,5555.97,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-3/csv/force_disp_Test_241.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-3/csv_load/force_disp_Test_241.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-3/plot/plot_Test_241_P1.png
Case3,3,3-3,3,248,6.0,27.0,7728.94,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-3/csv/force_disp_Test_248.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-3/csv_load/force_disp_Test_248.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-3/plot/plot_Test_248_P1.png
Case3,3,3-3,3,249,6.0,16.0,6069.85,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-3/csv/force_disp_Test_249.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-3/csv_load/force_disp_Test_249.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-3/plot/plot_Test_249_P1.png
Case3,3,3-3,3,256,-25.0,-11.0,7065.09,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-3/csv/force_disp_Test_256.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-3/csv_load/force_disp_Test_256.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-3/plot/plot_Test_256_P1.png
