filename,case,test_id,theta1,theta2,pt,type,source_csv
Case4_type3_force_disp_Test_082.csv,Case4,Test_082,23,-15,8378.183673,3,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_082.csv
Case4_type3_force_disp_Test_083.csv,Case4,Test_083,9,25,8284.866964,3,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_083.csv
Case4_type2_force_disp_Test_084.csv,Case4,Test_084,-58,-24,12444.28363,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_084.csv
Case4_type2_force_disp_Test_085.csv,Case4,Test_085,-27,19,9415.990996,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_085.csv
Case4_type2_force_disp_Test_086.csv,Case4,Test_086,-44,-26,12108.86569,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_086.csv
Case4_type1_force_disp_Test_087.csv,Case4,Test_087,87,-65,7492.790068,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_087.csv
Case4_type2_force_disp_Test_088.csv,Case4,Test_088,-9,-87,10758.98879,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_088.csv
Case4_type2_force_disp_Test_089.csv,Case4,Test_089,2,55,10893.27013,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_089.csv
Case4_type1_force_disp_Test_090.csv,Case4,Test_090,40,61,14464.74929,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_090.csv
Case4_type1_force_disp_Test_091.csv,Case4,Test_091,50,-64,14101.89911,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_091.csv
Case4_type3_force_disp_Test_092.csv,Case4,Test_092,-7,20,7426.689998,3,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_092.csv
Case4_type2_force_disp_Test_093.csv,Case4,Test_093,85,-17,11263.51232,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_093.csv
Case4_type2_force_disp_Test_094.csv,Case4,Test_094,18,-59,12146.29776,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_094.csv
Case4_type2_force_disp_Test_095.csv,Case4,Test_095,-26,-51,12701.46391,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_095.csv
Case4_type2_force_disp_Test_096.csv,Case4,Test_096,-86,26,12134.84823,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_096.csv
Case4_type1_force_disp_Test_097.csv,Case4,Test_097,71,68,8771.276326,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_097.csv
Case4_type3_force_disp_Test_098.csv,Case4,Test_098,-1,-33,8954.076972,3,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_098.csv
Case4_type1_force_disp_Test_099.csv,Case4,Test_099,64,-58,12184.12067,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_099.csv
Case4_type2_force_disp_Test_100.csv,Case4,Test_100,-77,-19,11632.67616,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_100.csv
Case4_type2_force_disp_Test_101.csv,Case4,Test_101,-37,81,13438.53677,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_101.csv
Case4_type2_force_disp_Test_102.csv,Case4,Test_102,-38,46,14808.19908,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_102.csv
Case4_type2_force_disp_Test_103.csv,Case4,Test_103,-40,-10,9846.801272,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_103.csv
Case4_type2_force_disp_Test_104.csv,Case4,Test_104,-31,10,8923.713357,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_104.csv
Case4_type1_force_disp_Test_105.csv,Case4,Test_105,-65,-72,9221.092471,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_105.csv
Case4_type2_force_disp_Test_106.csv,Case4,Test_106,-10,-49,10836.69453,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_106.csv
Case4_type2_force_disp_Test_107.csv,Case4,Test_107,-53,-14,11257.31404,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_107.csv
Case4_type2_force_disp_Test_108.csv,Case4,Test_108,-12,31,9312.226794,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_108.csv
Case4_type1_force_disp_Test_109.csv,Case4,Test_109,44,-41,15345.40173,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_109.csv
Case4_type2_force_disp_Test_110.csv,Case4,Test_110,-74,-31,12920.19773,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_110.csv
Case4_type2_force_disp_Test_111.csv,Case4,Test_111,31,-77,13134.50467,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_111.csv
Case4_type3_force_disp_Test_112.csv,Case4,Test_112,25,2,7653.038857,3,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_112.csv
Case4_type2_force_disp_Test_113.csv,Case4,Test_113,57,13,11296.72312,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_113.csv
Case4_type2_force_disp_Test_114.csv,Case4,Test_114,42,-63,14715.72254,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_114.csv
Case4_type2_force_disp_Test_115.csv,Case4,Test_115,60,35,13744.01864,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_115.csv
Case4_type2_force_disp_Test_116.csv,Case4,Test_116,29,-81,12818.3843,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_116.csv
Case4_type1_force_disp_Test_117.csv,Case4,Test_117,54,80,10323.11802,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_117.csv
Case4_type2_force_disp_Test_118.csv,Case4,Test_118,83,16,11132.02141,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_118.csv
Case4_type3_force_disp_Test_119.csv,Case4,Test_119,3,27,8230.004365,3,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_119.csv
Case4_type2_force_disp_Test_120.csv,Case4,Test_120,10,76,11094.55379,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_120.csv
Case4_type3_force_disp_Test_121.csv,Case4,Test_121,-6,-20,7286.984195,3,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_121.csv
Case4_type2_force_disp_Test_122.csv,Case4,Test_122,-76,-7,10747.27756,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_122.csv
Case4_type3_force_disp_Test_123.csv,Case4,Test_123,-24,0,7450.234805,3,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_123.csv
Case4_type1_force_disp_Test_124.csv,Case4,Test_124,86,43,12643.77268,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_124.csv
Case4_type2_force_disp_Test_125.csv,Case4,Test_125,15,-39,10459.23921,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_125.csv
Case4_type1_force_disp_Test_126.csv,Case4,Test_126,-78,64,8471.298922,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_126.csv
Case4_type2_force_disp_Test_127.csv,Case4,Test_127,-22,-34,10831.47952,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_127.csv
Case4_type1_force_disp_Test_128.csv,Case4,Test_128,67,-77,8128.156521,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_128.csv
Case4_type2_force_disp_Test_129.csv,Case4,Test_129,53,17,11547.17099,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_129.csv
Case4_type2_force_disp_Test_130.csv,Case4,Test_130,5,84,10574.44057,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_130.csv
Case4_type1_force_disp_Test_131.csv,Case4,Test_131,-89,71,6366.620435,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_131.csv
Case4_type1_force_disp_Test_132.csv,Case4,Test_132,51,58,13543.78767,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_132.csv
Case4_type1_force_disp_Test_133.csv,Case4,Test_133,-72,-54,11394.9149,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_133.csv
Case4_type2_force_disp_Test_134.csv,Case4,Test_134,-18,71,11921.4773,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_134.csv
Case4_type2_force_disp_Test_135.csv,Case4,Test_135,75,-31,12937.51909,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_135.csv
Case4_type2_force_disp_Test_136.csv,Case4,Test_136,-50,-9,10692.52092,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_136.csv
Case4_type2_force_disp_Test_137.csv,Case4,Test_137,-19,70,12129.52678,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_137.csv
Case4_type2_force_disp_Test_138.csv,Case4,Test_138,37,34,13216.0732,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_138.csv
Case4_type1_force_disp_Test_139.csv,Case4,Test_139,48,-47,14922.4216,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_139.csv
Case4_type3_force_disp_Test_140.csv,Case4,Test_140,-3,-6,5511.083804,3,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_140.csv
Case4_type2_force_disp_Test_141.csv,Case4,Test_141,72,-18,11683.40454,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_141.csv
Case4_type3_force_disp_Test_142.csv,Case4,Test_142,20,-1,7019.251631,3,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_142.csv
Case4_type3_force_disp_Test_143.csv,Case4,Test_143,8,9,5994.643176,3,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_143.csv
Case4_type2_force_disp_Test_144.csv,Case4,Test_144,27,-85,12537.96374,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_144.csv
Case4_type2_force_disp_Test_145.csv,Case4,Test_145,-30,67,13324.05855,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_145.csv
Case4_type2_force_disp_Test_146.csv,Case4,Test_146,-11,38,10037.70465,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_146.csv
Case4_type1_force_disp_Test_147.csv,Case4,Test_147,-69,-49,12964.2853,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_147.csv
Case4_type2_force_disp_Test_148.csv,Case4,Test_148,41,-14,10413.37846,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_148.csv
Case4_type2_force_disp_Test_149.csv,Case4,Test_149,22,-68,12470.11806,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_149.csv
Case4_type2_force_disp_Test_150.csv,Case4,Test_150,5,-35,9229.305967,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_150.csv
Case4_type2_force_disp_Test_151.csv,Case4,Test_151,-53,6,10766.09872,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_151.csv
Case4_type1_force_disp_Test_152.csv,Case4,Test_152,-52,62,13812.48164,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_152.csv
Case4_type1_force_disp_Test_153.csv,Case4,Test_153,-82,-88,5030.143658,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_153.csv
Case4_type2_force_disp_Test_154.csv,Case4,Test_154,24,53,12557.14198,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_154.csv
Case4_type2_force_disp_Test_155.csv,Case4,Test_155,19,48,11654.72321,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_155.csv
Case4_type1_force_disp_Test_156.csv,Case4,Test_156,74,-74,7350.553468,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_156.csv
Case4_type2_force_disp_Test_157.csv,Case4,Test_157,-59,-37,14000.23444,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_157.csv
Case4_type2_force_disp_Test_158.csv,Case4,Test_158,76,3,10607.89532,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_158.csv
Case4_type1_force_disp_Test_159.csv,Case4,Test_159,-58,75,10198.52774,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_159.csv
Case4_type3_force_disp_Test_160.csv,Case4,Test_160,27,5,7915.508758,3,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_160.csv
Case4_type1_force_disp_Test_161.csv,Case4,Test_161,47,-42,15470.7981,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_161.csv
Case4_type2_force_disp_Test_162.csv,Case4,Test_162,-4,55,10936.68666,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_162.csv
Case4_type1_force_disp_Test_163.csv,Case4,Test_163,-78,84,5655.055819,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_163.csv
Case4_type2_force_disp_Test_164.csv,Case4,Test_164,-8,62,11269.08987,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_164.csv
Case4_type2_force_disp_Test_165.csv,Case4,Test_165,6,-37,9598.693253,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_165.csv
Case4_type2_force_disp_Test_166.csv,Case4,Test_166,-22,23,9513.837312,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_166.csv
Case4_type1_force_disp_Test_167.csv,Case4,Test_167,-71,-50,12440.64911,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_167.csv
Case4_type2_force_disp_Test_168.csv,Case4,Test_168,-16,-87,11326.57908,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_168.csv
Case4_type1_force_disp_Test_169.csv,Case4,Test_169,-46,-76,12994.34397,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_169.csv
Case4_type3_force_disp_Test_170.csv,Case4,Test_170,1,-16,6386.517133,3,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_170.csv
Case4_type1_force_disp_Test_171.csv,Case4,Test_171,80,66,7777.081127,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_171.csv
Case4_type2_force_disp_Test_172.csv,Case4,Test_172,7,42,10045.56545,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_172.csv
Case4_type1_force_disp_Test_173.csv,Case4,Test_173,68,90,6932.807195,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_173.csv
Case4_type2_force_disp_Test_174.csv,Case4,Test_174,-69,28,12880.50918,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_174.csv
Case4_type2_force_disp_Test_175.csv,Case4,Test_175,66,18,11723.84177,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_175.csv
Case4_type2_force_disp_Test_176.csv,Case4,Test_176,-56,-10,11063.31069,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_176.csv
Case4_type2_force_disp_Test_177.csv,Case4,Test_177,65,-4,10808.61302,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_177.csv
Case4_type1_force_disp_Test_178.csv,Case4,Test_178,79,72,6871.073988,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_178.csv
Case4_type2_force_disp_Test_179.csv,Case4,Test_179,36,-84,13329.64517,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_179.csv
Case4_type2_force_disp_Test_180.csv,Case4,Test_180,22,-27,10233.43773,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_180.csv
Case4_type2_force_disp_Test_181.csv,Case4,Test_181,-47,5,10282.29362,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_181.csv
Case4_type2_force_disp_Test_182.csv,Case4,Test_182,16,-60,11856.20946,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_182.csv
Case4_type1_force_disp_Test_183.csv,Case4,Test_183,70,-63,10009.43025,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_183.csv
Case4_type2_force_disp_Test_184.csv,Case4,Test_184,58,-22,12281.2809,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_184.csv
Case4_type3_force_disp_Test_185.csv,Case4,Test_185,-4,7,5713.023504,3,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_185.csv
Case4_type1_force_disp_Test_186.csv,Case4,Test_186,61,-55,13106.41914,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_186.csv
Case4_type2_force_disp_Test_187.csv,Case4,Test_187,51,-25,12479.80823,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_187.csv
Case4_type3_force_disp_Test_188.csv,Case4,Test_188,-30,-6,8511.437688,3,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_188.csv
Case4_type2_force_disp_Test_189.csv,Case4,Test_189,-82,-27,12329.47443,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_189.csv
Case4_type2_force_disp_Test_190.csv,Case4,Test_190,31,-45,13356.43008,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_190.csv
Case4_type1_force_disp_Test_191.csv,Case4,Test_191,-48,-78,12128.39823,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_191.csv
Case4_type2_force_disp_Test_192.csv,Case4,Test_192,-34,65,13788.62957,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_192.csv
Case4_type1_force_disp_Test_193.csv,Case4,Test_193,41,-83,13329.54384,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_193.csv
Case4_type2_force_disp_Test_194.csv,Case4,Test_194,-29,74,13037.61779,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_194.csv
Case4_type1_force_disp_Test_195.csv,Case4,Test_195,43,37,14179.72078,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_195.csv
Case4_type1_force_disp_Test_196.csv,Case4,Test_196,-73,89,6124.676298,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_196.csv
Case4_type2_force_disp_Test_197.csv,Case4,Test_197,-41,12,10227.50987,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_197.csv
Case4_type1_force_disp_Test_198.csv,Case4,Test_198,-64,-44,14604.68233,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_198.csv
Case4_type1_force_disp_Test_199.csv,Case4,Test_199,-62,-53,13399.51758,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_199.csv
Case4_type2_force_disp_Test_200.csv,Case4,Test_200,35,82,13238.37791,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_200.csv
